-8.400384950039746501e-02, 5.107560694322525394e-03, 9.280572931938102510e-02, -3.926453437767788573e-02, 5.439420552670145431e-02, -7.497816424653330758e-02, -6.789214540192779843e-04, 6.074924491693448059e-02, 8.214964050909406845e-02, 1.888509020459150367e-02, 4.635979347264976465e-04, -1.535497161456458480e-03, -3.760379530258758929e-02, 3.664319261089398622e-02, -1.513034407912023094e-01, 4.550388502568247263e-03
-3.520072610276125252e-02, -2.466235062956732144e-02, 1.032149638312045703e-01, 2.816514850661757611e-03, 6.159331163774764417e-02, 2.191535234472691274e-02, -9.145463911180935768e-02, 9.337018887151983526e-02, 4.670823593727739878e-03, 9.251675301818581415e-03, 2.197132518683510283e-02, 1.109872799837358093e-01, 3.084037772154987408e-02, -6.497622431638550022e-02, 3.326261013868159200e-02, 2.531072230442593055e-03
-1.103174579037376375e-02, -2.607955766418970298e-02, -1.041985091689849874e-01, 5.135833920049044654e-02, -8.379718557417908942e-02, -9.502306798820045475e-02, 8.361208174993972619e-02, 1.071330334768961015e-02, -8.231427061886696650e-02, 4.076968390226233530e-02, 5.873888877704827594e-02, 3.833632906412232089e-02, 6.139498977111614020e-02, 1.977101687018127316e-02, 2.495234690246170978e-02, -6.247701431064280747e-02
-4.879113527234944098e-02, 4.663133875003389744e-02, 2.286778973380945018e-02, -8.239477302810578954e-03, -1.904538985242062651e-02, 2.039219311230616380e-02, -2.249486345106848674e-03, -4.517219497983300525e-02, 5.472982958445980067e-02, -1.188036479088462327e-01, 1.695509474305571113e-02, 7.387847501692551555e-02, 1.003802223630709534e-01, 2.623870711519364282e-02, -2.677525385558150381e-02, 1.329772153665687885e-02
5.110369188549528097e-02, -9.202322592574807558e-02, 8.002600219874554666e-02, 2.953283130601018838e-02, -1.206423721673593845e-02, 3.711596304386231837e-02, -3.234078979651960895e-02, 1.064169372909166446e-02, 2.865598831007206554e-02, -1.117073346151161994e-01, -2.681247771430884594e-02, -1.293276401635392314e-01, 5.258176182205024328e-03, 8.953745330993365115e-02, -3.758949878257450417e-02, -5.840831042506282669e-03
4.422822778832816853e-02, -1.033833371736090218e-01, -4.747155721991333510e-02, 4.945692184747891434e-02, -3.671512177545226824e-02, 4.100310753087315491e-02, -1.030803415153759006e-01, -5.310591084156992409e-02, -2.962579720806764530e-02, 4.710319752008366306e-02, -8.841380880634926165e-02, -3.807359069477005142e-02, 3.915118896318901809e-02, 1.546297776736910157e-02, -1.579951553744640136e-01, 7.107046642123394931e-02
6.814202649544142537e-03, 3.425471453068610478e-02, -2.858747780870814215e-02, -6.428995379484687966e-02, 4.952347018327057926e-02, 5.676186839467066425e-02, 7.010284843855797698e-02, 3.918219109924730298e-02, -6.044291644236677447e-02, -6.658520387577329669e-02, -7.620453641439058241e-03, 9.217463910165055174e-02, -2.885860855909357092e-02, -5.295662239270831906e-02, -5.524377375594838324e-02, -4.795821010505221110e-02
-3.550191834830405263e-02, 3.317392504122613616e-03, -1.720825233279640876e-02, -7.233743071963237570e-02, -5.944101981954300756e-02, -1.405545793827133738e-01, -1.837100949701175323e-01, 2.601267824052590216e-02, 4.263557499259270495e-03, -7.127334292005312044e-02, 1.057070013723582919e-02, 1.981848272859314600e-02, -6.104045641188676069e-02, 2.092631525376827464e-02, -4.039678115984005058e-02, -6.737908539006158548e-02
7.133221329415809220e-02, 7.566204849774005314e-02, -1.506877475924431053e-01, 4.369610633765552699e-02, -7.635921393040730198e-02, 6.485438557379964719e-03, -9.551594300010840533e-02, 1.542815659564441937e-02, 5.022601080884717129e-02, -3.632439348749104402e-02, 2.452227455558646241e-02, -5.198728911571634526e-02, 6.173821589960994116e-02, 1.123051582287742760e-02, 8.516523051770033548e-02, -1.348054367814243426e-01
-3.477074755081056845e-03, 7.848401585158369664e-02, -2.279532034504078326e-03, 1.363196146353388150e-01, -6.528072070815603423e-02, -2.348320239805513909e-02, -1.211433500490930598e-01, -5.674098194369197462e-02, 2.183791320943589270e-02, -1.838219156272555277e-02, -5.964868352882050744e-03, 3.587100410756434432e-02, 7.654223169726138976e-02, 1.363769244016818094e-01, 4.260054592091726267e-02, -1.385592214966465952e-01
5.628434968658196230e-02, -1.039034243907414543e-02, -1.412181442196187020e-01, 1.027758785868138763e-02, 4.871744212582292122e-02, 4.318566158883340583e-02, 9.726580295310784108e-02, -5.720693374579424728e-02, 3.426515754224986748e-02, -2.537290980232021972e-02, 1.508071446963950984e-02, 9.145490131861486183e-02, 5.119728901195082227e-02, 1.022961674035147497e-02, -5.101774843055395525e-02, 2.357930474242578636e-03
-3.294578879432186885e-02, 4.979781252909550038e-02, -5.952464656514781967e-03, 4.313893907482507090e-02, 1.430319960754897757e-01, -3.281869152309373899e-02, 5.154429091917435424e-02, 6.389985000803141690e-02, -5.196152405249309519e-02, -4.968060315130495147e-02, 6.061439195760635890e-02, 6.343644808713589864e-03, 2.659849575459056429e-03, 8.809846711378002682e-02, -9.976062077809491613e-02, -6.671162971132732489e-02
-1.220128747897279986e-01, -2.643098283319255531e-02, -3.798611056001162389e-02, 3.770362492530326612e-03, -1.020293295021497820e-01, -7.006026117766727193e-03, 1.177416554403641104e-02, -2.041593206015515291e-02, 3.081060011516320932e-02, -6.244214440143671524e-02, -1.208233616694566817e-02, 2.876377333135823888e-02, -1.587433387319977796e-01, -1.383359864128536898e-01, 4.590741956104013588e-02, 1.979906050115470134e-02
-7.176609886127005566e-02, 6.581519105623626249e-03, -4.366967067316716682e-03, -8.502276724417548448e-02, -1.079877838498068642e-02, -6.183191180792877405e-03, -4.732317593443458037e-02, -7.408429115163368828e-02, -1.334010085403901369e-01, -3.726569991512832664e-02, -4.443636169835965544e-02, -4.879418066143195037e-02, -1.816034527864381076e-02, 4.447178864603874848e-02, 3.194046803685306885e-02, -3.712481648343714941e-02
-6.396848244876879308e-02, -1.083994624654618932e-01, 3.728187490297026063e-02, 4.457224764949589690e-02, 6.034039820695847461e-02, -5.623361419412901963e-02, 3.161920330229447268e-02, -2.076280186756613785e-02, 1.154739323827391750e-01, 5.261854250885181911e-02, -5.052376805974821694e-02, -9.683851801065150589e-02, -5.635450271591571636e-02, 2.965531313337098004e-02, -2.860517386830300005e-02, 1.997084613371729808e-03
6.175519449301376460e-03, 5.228237402087080460e-02, 1.004670752916003024e-01, 4.615081850182323892e-02, -8.891265938493744803e-02, 9.907696662497407492e-02, -6.971577985580983128e-02, 2.128238507786204409e-02, 5.896952453574653280e-02, 6.877380036863361967e-02, -1.333893494910238370e-02, -2.158703528458627910e-02, -1.003473795489887854e-01, -9.531131679637476484e-02, -4.678299004215774604e-02, 1.639820496661087423e-02
4.109854827041356518e-02, 1.026333240960210225e-01, -5.040038247186964110e-02, 3.561698007943062128e-02, 2.084765908296797032e-02, -9.666402305024916070e-03, 6.294702540185505291e-02, -5.341831656605292716e-02, 2.127557981216946781e-01, -2.058321558856164926e-02, -3.723866115107341696e-02, 5.206591449431038215e-02, -8.998031070123121977e-02, -3.684878780664391923e-02, 1.553671662291190685e-02, -9.338567417084135680e-02
1.068997812129157537e-01, 2.746285822353772277e-02, 9.144581528034133322e-02, 2.701937344891113327e-02, -7.762733196561635851e-03, -7.393663983175169374e-02, -2.260719335994487364e-02, 3.311355295048976077e-02, -3.688004719582269747e-02, -2.749525728807811556e-02, 8.138395048090264761e-02, 1.181242665271453884e-01, -1.298929614260275478e-01, 2.282224511252149701e-02, -1.074833452996690614e-01, 5.000131712631335906e-02
-7.565385290037671129e-02, -1.496660359636183268e-01, -1.253304543361447865e-01, -1.580734493296890794e-02, 2.971576814750056042e-02, 2.309242564500573608e-02, -1.549508174279058681e-02, -4.748964290250540926e-02, 3.196684173990724243e-02, -1.907582466690098746e-02, 8.105430559709732308e-02, -1.127625376356423681e-01, -7.499088867277883819e-02, -3.196485674062592847e-02, 6.874686650488347206e-02, 1.782390772429376380e-02
-6.180544793320140971e-03, -3.325729944733839955e-02, 1.116012538685225673e-02, 5.049234840749935310e-02, -2.858999283074334721e-02, -1.696638820290866795e-02, -4.283439221867819252e-02, -8.984903271253831536e-02, -7.468734400791549044e-02, -5.848662711610911474e-02, 4.183257630183875170e-02, 9.928148048835230832e-02, 1.907400759785956093e-02, 1.642719750300385487e-02, -5.280393058857844879e-02, -9.262306187620134024e-02
